No	Mchn	EnNo		Name		Mode	IOMd	DateTime	
000001	1	00000001	CARLOS        	1	0	2026/04/06  07:30:00
000001	1	00000001	CARLOS        	1	0	2026/04/06  11:30:00
000001	1	00000001	CARLOS        	1	0	2026/04/06  13:00:00
000001	1	00000001	CARLOS        	1	0	2026/04/06  17:00:00
000002	1	00000001	CARLOS        	1	4	2026/04/07  07:30:00
000002	1	00000001	CARLOS        	1	4	2026/04/07  11:30:00
000002	1	00000001	CARLOS        	1	4	2026/04/07  13:00:00
000002	1	00000001	CARLOS        	1	4	2026/04/07  17:00:00
000003	1	00000001	CARLOS        	1	4	2026/04/08  07:30:00
000003	1	00000001	CARLOS        	1	4	2026/04/08  11:30:00
000003	1	00000001	CARLOS        	1	4	2026/04/08  13:00:00
000003	1	00000001	CARLOS        	1	4	2026/04/08  17:00:00
000004	1	00000001	CARLOS        	1	4	2026/04/09  07:30:00
000004	1	00000001	CARLOS        	1	4	2026/04/09  11:30:00
000004	1	00000001	CARLOS        	1	4	2026/04/09  13:00:00
000004	1	00000001	CARLOS        	1	4	2026/04/09  17:00:00
000005	1	00000001	CARLOS        	1	4	2026/04/10  07:30:00
000005	1	00000001	CARLOS        	1	4	2026/04/10  11:30:00
000005	1	00000001	CARLOS        	1	4	2026/04/10  13:00:00
000005	1	00000001	CARLOS        	1	4	2026/04/10  17:00:00
000006	1	00000001	CARLOS        	1	4	2026/04/11  07:30:00
